agricultural sciences,engineering and technology,humanities,medical and health sciences,natural sciences,social sciences,ecMaxContribution,fundingScheme,duration,month,country,activityType,contributors,proportion_cost,split
0.0,2.0,0.0,0.0,3.0,0.0,2635135.2,HORIZON-TMA-MSCA-DN,1460,10,DE,HES,17,,train
0.0,0.0,0.0,2.0,0.0,0.0,2630361.6,HORIZON-TMA-MSCA-DN,1460,3,DE,HES,12,,test
0.0,0.0,1.0,0.0,0.0,4.0,2547007.2,HORIZON-TMA-MSCA-DN,1460,2,ES,HES,16,,train
0.0,0.0,0.0,0.0,1.0,1.0,2630361.6,HORIZON-TMA-MSCA-DN-ID,1460,9,DE,PRC,16,,train
0.0,1.0,0.0,0.0,0.0,0.0,2716898.4,HORIZON-TMA-MSCA-DN,1460,10,BE,HES,10,,train
,,,,,,2643825.6,HORIZON-TMA-MSCA-DN,1460,1,IT,HES,23,,train
,,,,,,2996625.0,HORIZON-CSA,1095,9,EE,HES,8,1.0,train
0.0,0.0,0.0,0.0,2.0,0.0,2553739.2,HORIZON-TMA-MSCA-DN,1460,1,NL,HES,19,,train
1.0,0.0,0.0,0.0,0.0,1.0,2718979.2,HORIZON-TMA-MSCA-DN,1460,3,IE,HES,23,,train
0.0,0.0,0.0,1.0,0.0,0.0,3455308.8,HORIZON-TMA-MSCA-DN-JD,1460,1,NL,HES,14,,train
0.0,4.0,0.0,0.0,0.0,1.0,2667448.8,HORIZON-TMA-MSCA-DN,1460,3,BE,HES,10,,train
0.0,0.0,1.0,1.0,0.0,1.0,4006864.8,HORIZON-TMA-MSCA-DN-JD,1460,3,ES,HES,17,,train
0.0,0.0,0.0,0.0,2.0,3.0,2733912.0,HORIZON-TMA-MSCA-DN,1460,3,FR,HES,20,,train
0.0,0.0,0.0,0.0,1.0,1.0,2536970.4,HORIZON-TMA-MSCA-DN,1460,11,EL,HES,14,,train
0.0,0.0,0.0,0.0,0.0,1.0,2663776.8,HORIZON-TMA-MSCA-DN,1460,2,NL,HES,22,,train
0.0,0.0,0.0,1.0,4.0,0.0,2822896.8,HORIZON-TMA-MSCA-DN,1460,3,DK,HES,19,,train
,,,,,,1932872.5,HORIZON-CSA,1460,9,SI,REC,9,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,2480594.4,HORIZON-TMA-MSCA-DN,1460,9,IE,HES,12,,train
0.0,0.0,0.0,0.0,4.0,0.0,2489112.0,HORIZON-TMA-MSCA-DN,1460,3,DE,HES,24,,train
0.0,0.0,0.0,2.0,2.0,0.0,2690092.8,HORIZON-TMA-MSCA-DN,1460,9,DE,HES,12,,train
0.0,1.0,0.0,0.0,0.0,0.0,2659982.4,HORIZON-TMA-MSCA-DN,1460,2,BE,HES,14,,test
0.0,2.0,0.0,1.0,2.0,0.0,2650190.4,HORIZON-TMA-MSCA-DN,1460,1,FR,HES,17,,test
0.0,0.0,0.0,2.0,0.0,0.0,2800864.8,HORIZON-TMA-MSCA-DN,1460,1,BE,HES,14,,train
0.0,0.0,0.0,0.0,1.0,0.0,7658375.0,HORIZON-RIA,1095,10,IT,PRC,18,1.0,train
,,,,,,5218854.88,HORIZON-IA,1095,9,CY,HES,12,0.8916824896727089,train
0.0,1.0,0.0,0.0,2.0,0.0,2780668.8,HORIZON-TMA-MSCA-DN,1460,3,NL,HES,16,,train
0.0,0.0,0.0,0.0,2.0,1.0,11030575.0,HORIZON-RIA,1460,9,IT,HES,35,1.0,train
0.0,0.0,0.0,0.0,2.0,0.0,2532872.0,HORIZON-TMA-MSCA-DN,1460,2,FR,HES,10,,train
0.0,0.0,0.0,1.0,1.0,2.0,2892664.8,HORIZON-TMA-MSCA-DN,1460,11,NO,HES,21,,train
0.0,0.0,1.0,1.0,2.0,0.0,2198700.0,HORIZON-TMA-MSCA-DN,1460,10,DE,HES,22,,test
0.0,1.0,0.0,0.0,0.0,0.0,2700619.2,HORIZON-TMA-MSCA-DN,1460,9,AT,HES,16,,test
,,,,,,2697926.4,HORIZON-TMA-MSCA-DN,1460,2,FI,HES,18,,train
0.0,1.0,0.0,0.0,3.0,0.0,4996936.25,HORIZON-RIA,1095,9,HU,PRC,12,1.0,test
0.0,1.0,0.0,0.0,0.0,0.0,2988331.76,HORIZON-IA,1095,10,DE,REC,12,0.8344681878615531,test
0.0,1.0,0.0,0.0,0.0,1.0,2595706.8,HORIZON-TMA-MSCA-DN,1460,1,DE,REC,11,,train
0.0,2.0,0.0,0.0,3.0,0.0,2181988.8,HORIZON-TMA-MSCA-DN,1460,1,FR,HES,20,,train
0.0,0.0,0.0,1.0,0.0,0.0,2398219.2,HORIZON-TMA-MSCA-DN,1460,1,BE,HES,16,,train
0.0,0.0,0.0,2.0,1.0,1.0,2679933.6,HORIZON-TMA-MSCA-DN,1460,10,IT,HES,13,,train
0.0,0.0,0.0,0.0,2.0,0.0,4049582.4,HORIZON-TMA-MSCA-DN-JD,1460,1,FR,REC,21,,train
0.0,0.0,0.0,0.0,0.0,2.0,2657167.2,HORIZON-TMA-MSCA-DN,1460,12,EL,REC,7,,train
0.0,1.0,0.0,0.0,0.0,0.0,3471588.0,HORIZON-TMA-MSCA-DN-ID,1460,1,EL,REC,22,,test
0.0,2.0,0.0,0.0,3.0,0.0,2055304.8,HORIZON-TMA-MSCA-DN,1460,1,ES,HES,18,,test
0.0,0.0,0.0,0.0,1.0,0.0,2711880.0,HORIZON-TMA-MSCA-DN,1460,9,DE,HES,17,,train
,,,,,,2681280.0,HORIZON-TMA-MSCA-DN,1460,10,IT,HES,13,,test
0.0,0.0,0.0,0.0,2.0,1.0,2908625.0,HORIZON-IA,1095,10,IT,REC,10,0.8192732906133371,train
0.0,2.0,0.0,0.0,0.0,0.0,3821918.4,HORIZON-TMA-MSCA-DN-ID,1460,10,ES,PRC,10,,train
,,,,,,2985883.2,HORIZON-TMA-MSCA-DN-JD,1460,10,BE,HES,12,,train
,,,,,,2251216.8,HORIZON-TMA-MSCA-DN,1460,10,PL,HES,7,,train
0.0,0.0,2.0,0.0,0.0,1.0,2710900.8,HORIZON-TMA-MSCA-DN,1460,3,BE,HES,14,,train
0.0,0.0,0.0,0.0,1.0,0.0,2799028.8,HORIZON-TMA-MSCA-DN,1460,9,DK,HES,10,,train
0.0,0.0,0.0,0.0,0.0,1.0,2694376.8,HORIZON-TMA-MSCA-DN,1460,1,DE,HES,24,,train
0.0,0.0,0.0,0.0,0.0,1.0,2707800.6,HORIZON-TMA-MSCA-DN,1460,12,DK,HES,12,,train
0.0,1.0,0.0,0.0,1.0,0.0,2637583.2,HORIZON-TMA-MSCA-DN,1460,12,ES,REC,13,,test
,,,,,,2310612.5,HORIZON-CSA,1399,7,RS,HES,12,1.0,test
0.0,2.0,0.0,0.0,3.0,0.0,4283037.5,HORIZON-RIA,1095,10,IT,HES,12,1.0,train
,,,,,,2981050.0,HORIZON-CSA,1278,6,EL,REC,9,1.0,train
,,,,,,7737900.0,HORIZON-RIA,1460,10,BE,HES,17,1.0,train
0.0,2.0,0.0,0.0,2.0,0.0,2677485.6,HORIZON-TMA-MSCA-DN,1460,3,NL,HES,11,,test
0.0,1.0,0.0,0.0,3.0,1.0,5366195.0,HORIZON-RIA,1460,11,EL,REC,13,1.0,train
0.0,0.0,0.0,0.0,4.0,0.0,2661328.8,HORIZON-TMA-MSCA-DN,1460,10,NL,HES,17,,train
0.0,2.0,0.0,0.0,0.0,1.0,2701720.8,HORIZON-TMA-MSCA-DN,1460,10,BE,HES,17,,train
0.0,0.0,0.0,0.0,2.0,3.0,2712247.2,HORIZON-TMA-MSCA-DN,1460,3,FR,HES,21,,test
0.0,1.0,0.0,0.0,3.0,0.0,3747304.8,HORIZON-TMA-MSCA-DN-JD,1460,3,FR,REC,27,,train
2.0,0.0,0.0,1.0,2.0,0.0,2719468.8,HORIZON-TMA-MSCA-DN,1460,9,NO,HES,23,,train
,,,,,,3028356.0,HORIZON-TMA-MSCA-DN-ID,1460,9,DE,REC,27,,train
,,,,,,2735136.0,HORIZON-TMA-MSCA-DN,1460,2,IE,HES,17,,train
,,,,,,3093030.0,HORIZON-CSA,1460,9,HR,HES,8,1.0,train
0.0,0.0,0.0,1.0,1.0,1.0,2706416.25,HORIZON-CSA,1460,9,TN,REC,8,1.0,train
0.0,0.0,0.0,3.0,0.0,0.0,2578636.8,HORIZON-TMA-MSCA-DN,1460,1,DK,HES,12,,train
0.0,4.0,0.0,0.0,0.0,0.0,2653495.2,HORIZON-TMA-MSCA-DN,1460,1,IT,HES,20,,train
0.0,1.0,0.0,0.0,0.0,0.0,1998125.0,HORIZON-CSA,1460,9,SK,HES,11,1.0,train
0.0,2.0,0.0,0.0,0.0,0.0,2097900.0,HORIZON-TMA-MSCA-DN,1460,10,NL,HES,13,,train
1.0,0.0,0.0,0.0,0.0,0.0,1915401.6,HORIZON-TMA-MSCA-DN,1460,3,ES,HES,12,,test
0.0,0.0,0.0,2.0,2.0,0.0,2626200.0,HORIZON-TMA-MSCA-DN,1460,1,BE,HES,18,,test
0.0,0.0,0.0,0.0,3.0,0.0,3896405.26,HORIZON-IA,1095,9,ES,REC,11,0.811303188864481,train
0.0,1.0,0.0,0.0,0.0,1.0,4999712.5,HORIZON-IA,1095,10,ES,REC,9,0.917262730618844,test
0.0,2.0,0.0,0.0,1.0,0.0,5134570.5,HORIZON-RIA,1187,10,EL,HES,12,1.0,train
,,,,,,11262750.0,HORIZON-RIA,1095,9,NO,HES,31,1.0,test
0.0,5.0,0.0,0.0,0.0,0.0,4498901.25,HORIZON-RIA,1460,10,FI,HES,11,1.0,train
0.0,0.0,0.0,0.0,2.0,0.0,4999158.25,HORIZON-IA,1095,10,SE,REC,18,0.7832083579269528,train
0.0,0.0,0.0,0.0,2.0,0.0,4736427.5,HORIZON-IA,1095,11,ES,REC,11,0.8613409045445453,train
,,,,,,2000000.0,HORIZON-CSA,730,11,ES,PRC,12,1.0,train
0.0,1.0,0.0,1.0,0.0,0.0,5957949.5,HORIZON-RIA,1460,10,CZ,HES,11,0.9999919436018562,test
0.0,0.0,0.0,0.0,3.0,1.0,10746872.0,HORIZON-RIA,1095,9,DE,REC,36,1.0,train
0.0,2.0,0.0,1.0,1.0,1.0,4973683.75,HORIZON-RIA,1521,11,IT,REC,8,1.0,train
0.0,0.0,0.0,0.0,1.0,1.0,8332681.25,HORIZON-IA,1460,10,IT,HES,11,0.9082900442485412,train
0.0,2.0,0.0,0.0,0.0,0.0,8990161.5,HORIZON-IA,1460,10,DK,HES,16,0.8935491926520566,train
0.0,0.0,0.0,1.0,1.0,0.0,7008798.75,HORIZON-RIA,1460,10,IT,HES,22,1.0,train
0.0,0.0,0.0,0.0,2.0,0.0,5749637.5,HORIZON-IA,1095,9,IT,PRC,15,0.8222136817832436,train
0.0,2.0,0.0,0.0,0.0,0.0,6285273.75,HORIZON-RIA,1276,11,EL,REC,13,1.0,test
0.0,2.0,0.0,0.0,0.0,0.0,4499331.25,HORIZON-RIA,1277,10,EL,REC,11,1.0,train
0.0,0.0,0.0,0.0,1.0,2.0,5964850.0,HORIZON-IA,1095,11,IT,REC,14,0.7875689057600264,train
0.0,3.0,0.0,0.0,2.0,0.0,5499818.5,HORIZON-RIA,1095,10,DE,REC,8,1.0,train
0.0,0.0,0.0,0.0,2.0,1.0,4998250.0,HORIZON-RIA,1095,10,EL,REC,15,1.0,train
1.0,1.0,0.0,0.0,1.0,0.0,8039523.77,HORIZON-IA,1218,10,DE,REC,19,0.9142614233511138,train
0.0,0.0,0.0,0.0,1.0,0.0,7075172.5,HORIZON-RIA,1095,10,IT,PRC,18,1.0,train
,,,,,,1814337.5,HORIZON-CSA,1642,9,DE,REC,19,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,2000000.0,HORIZON-CSA,730,11,EE,PRC,4,1.0,train
0.0,2.0,0.0,0.0,2.0,0.0,1993088.75,HORIZON-CSA,911,11,BG,PRC,13,1.0,test
0.0,1.0,0.0,0.0,1.0,0.0,5998864.19,HORIZON-RIA,1095,10,ES,PRC,25,1.0,train
,,,,,,4998765.0,HORIZON-IA,1095,10,HU,REC,15,0.8979400656556358,train
,,,,,,5000040.0,HORIZON-IA,1460,10,ES,HES,27,0.9056326959767816,train
0.0,0.0,0.0,0.0,1.0,0.0,2745160.0,HORIZON-IA,1095,10,BE,REC,12,0.9073548058700286,test
0.0,0.0,0.0,0.0,0.0,1.0,1912794.13,HORIZON-CSA,1095,9,PT,PUB,12,,test
,,,,,,5722012.5,HORIZON-IA,1095,1,EL,REC,24,0.9080883884521308,test
0.0,0.0,0.0,0.0,2.0,2.0,910986.65,HORIZON-CSA,365,8,FR,PRC,14,,train
,,,,,,4997020.0,HORIZON-IA,1095,12,IT,PRC,16,0.8918058415993546,train
0.0,0.0,0.0,0.0,0.0,2.0,2180563.94,HORIZON-RIA,1095,11,EL,REC,12,1.0,train
0.0,0.0,1.0,0.0,0.0,0.0,4999874.0,HORIZON-IA,1095,11,DE,HES,29,0.938316094011748,train
,,,,,,2826716.25,HORIZON-CSA,1095,10,BE,HES,11,,train
,,,,,,4810585.55,HORIZON-RIA,1095,9,PT,HES,18,,train
0.0,0.0,0.0,0.0,1.0,0.0,4968177.5,HORIZON-RIA,1095,9,IT,HES,18,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,2011762.0,HORIZON-CSA,1095,10,FR,PRC,16,,train
0.0,1.0,0.0,0.0,2.0,0.0,5561035.25,HORIZON-IA,1095,10,EL,REC,20,,train
0.0,0.0,0.0,0.0,0.0,2.0,6081079.21,HORIZON-IA,1095,1,PT,REC,24,0.8132622738328154,train
,,,,,,3499906.25,HORIZON-IA,730,10,EL,PRC,17,0.8214705890982065,train
0.0,1.0,0.0,0.0,0.0,1.0,5379412.05,HORIZON-IA,1095,1,EL,REC,21,0.8541553762532984,train
0.0,0.0,0.0,0.0,0.0,3.0,4720938.0,HORIZON-IA,1095,9,EL,REC,26,0.9292352751869664,train
,,,,,,4536682.5,HORIZON-IA,1095,11,EL,REC,22,0.933004383597141,train
0.0,1.0,0.0,0.0,0.0,0.0,5984893.75,HORIZON-RIA,1095,10,DE,REC,22,1.0,train
0.0,2.0,0.0,0.0,0.0,1.0,5997970.75,HORIZON-IA,1095,9,ES,PRC,18,0.8927151770419851,test
0.0,1.0,0.0,0.0,0.0,0.0,3942406.25,HORIZON-RIA,1095,9,DK,PRC,24,0.997469895712264,train
,,,,,,5597066.5,HORIZON-RIA,1276,9,DE,PUB,24,0.9999995980038658,train
,,,,,,1999957.5,HORIZON-RIA,1095,12,ES,PRC,10,1.0,train
,,,,,,4268160.0,HORIZON-IA,1095,11,IT,PRC,18,0.8632315666367844,test
0.0,0.0,0.0,0.0,2.0,2.0,1499920.0,HORIZON-CSA,911,9,FR,PUB,14,,train
0.0,1.0,0.0,0.0,2.0,0.0,4936447.75,HORIZON-IA,1095,9,PL,PRC,12,0.8564357953701405,train
0.0,0.0,0.0,0.0,1.0,1.0,2864352.5,HORIZON-RIA,1095,9,IE,HES,10,1.0,test
,,,,,,1286125.0,HORIZON-RIA,1338,8,PT,PRC,6,1.0,train
0.0,1.0,0.0,0.0,1.0,3.0,4563406.25,HORIZON-RIA,1460,10,DE,OTH,14,1.0,test
0.0,0.0,0.0,0.0,1.0,0.0,2480335.5,HORIZON-IA,1095,10,EE,PRC,10,0.8171738471870866,train
,,,,,,87239477.45,HORIZON-RIA,1095,6,NL,OTH,25,1.0,train
0.0,0.0,0.0,0.0,1.0,2.0,697796.1,HORIZON-JU-RIA,730,7,ES,PRC,14,,train
0.0,2.0,0.0,0.0,1.0,1.0,928114.51,HORIZON-JU-IA,1095,9,PT,HES,11,,train
0.0,0.0,0.0,0.0,1.0,2.0,1299750.0,HORIZON-JU-RIA,730,9,SE,HES,9,,train
0.0,2.0,0.0,0.0,0.0,0.0,1807237.5,HORIZON-JU-RIA,1276,9,DE,REC,25,,train
0.0,0.0,0.0,0.0,0.0,1.0,1499328.12,HORIZON-JU-RIA,457,7,IT,PRC,16,,train
0.0,0.0,0.0,0.0,0.0,1.0,2999983.1,HORIZON-JU-RIA,911,9,DE,PRC,15,,test
,,,,,,1499829.16,HORIZON-JU-CSA,1095,4,DE,PRC,6,,test
0.0,0.0,0.0,0.0,1.0,0.0,700032.12,HORIZON-JU-RIA,914,7,BE,OTH,4,,test
,,,,,,1499671.25,HORIZON-CSA,1460,6,IL,PRC,4,1.0,train
,,,,,,1999974.0,HORIZON-ERC,1825,5,FI,HES,1,1.0,test
0.0,2.0,0.0,0.0,2.0,1.0,4897007.05,HORIZON-RIA,1460,10,DE,REC,10,,train
0.0,0.0,0.0,0.0,1.0,1.0,4999497.23,HORIZON-RIA,1460,10,FR,HES,11,,test
0.0,3.0,0.0,0.0,2.0,0.0,4990123.81,HORIZON-RIA,1460,10,ES,REC,13,,train
0.0,1.0,0.0,0.0,1.0,0.0,4151083.74,HORIZON-RIA,1095,10,IE,HES,10,,train
0.0,0.0,1.0,0.0,0.0,0.0,1992264.0,HORIZON-ERC,1825,12,DE,REC,1,1.0,train
0.0,5.0,0.0,0.0,0.0,0.0,5816861.25,HORIZON-RIA,1095,10,ES,REC,12,1.0,train
,,,,,,5998642.5,HORIZON-RIA,1460,11,DK,HES,12,1.0,test
0.0,2.0,0.0,0.0,2.0,0.0,4962618.54,HORIZON-RIA,1095,10,PT,REC,16,1.0,train
0.0,1.0,0.0,0.0,1.0,1.0,4880120.4,HORIZON-RIA,1460,11,DE,REC,6,,train
0.0,1.0,0.0,0.0,2.0,0.0,5367184.0,HORIZON-IA,1095,9,FR,REC,18,,train
1.0,2.0,0.0,0.0,0.0,0.0,2998625.0,HORIZON-RIA,1095,10,EL,REC,6,1.0,test
0.0,2.0,0.0,0.0,2.0,1.0,4757391.33,HORIZON-RIA,1460,1,SE,REC,14,,train
0.0,2.0,0.0,0.0,0.0,0.0,5270925.38,HORIZON-IA,1460,10,ES,REC,17,0.8952591239465674,train
0.0,3.0,0.0,0.0,0.0,1.0,5769120.0,HORIZON-RIA,1460,10,NL,HES,8,1.0,train
1.0,3.0,0.0,0.0,0.0,1.0,4478775.0,HORIZON-RIA,1460,10,LT,REC,9,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,5421360.25,HORIZON-IA,1277,10,PT,HES,7,0.8294913066794782,train
0.0,3.0,0.0,0.0,2.0,0.0,5325755.76,HORIZON-IA,1095,1,DE,REC,18,,test
0.0,2.0,0.0,0.0,1.0,0.0,4498458.0,HORIZON-RIA,1095,10,FI,REC,10,1.0,test
0.0,2.0,0.0,0.0,0.0,0.0,4998579.5,HORIZON-RIA,1095,12,AT,HES,14,0.999999899971592,test
1.0,1.0,0.0,0.0,2.0,0.0,4974688.75,HORIZON-RIA,1095,9,AT,PRC,9,1.0,train
0.0,3.0,0.0,0.0,2.0,0.0,6815473.39,HORIZON-IA,1460,9,NO,REC,20,,train
1.0,2.0,0.0,0.0,0.0,0.0,3161948.25,HORIZON-RIA,1095,10,EL,REC,20,0.9999998418696696,train
0.0,4.0,0.0,0.0,1.0,0.0,4498761.0,HORIZON-RIA,1095,10,EL,REC,13,,train
0.0,2.0,0.0,0.0,2.0,1.0,3925221.48,HORIZON-RIA,1460,11,NO,HES,9,,train
0.0,2.0,0.0,0.0,1.0,0.0,4994686.25,HORIZON-RIA,1276,1,AT,HES,13,1.0,train
0.0,3.0,0.0,0.0,0.0,0.0,3897447.5,HORIZON-RIA,1460,12,BE,HES,15,1.0,test
0.0,2.0,0.0,0.0,3.0,0.0,6943801.55,HORIZON-IA,1277,10,NO,REC,18,,train
0.0,2.0,0.0,0.0,0.0,0.0,4308772.5,HORIZON-RIA,1460,11,ES,REC,11,1.0,train
,,,,,,5273513.75,HORIZON-IA,1460,10,FR,REC,11,0.8961151085615942,train
0.0,0.0,1.0,0.0,1.0,1.0,1988113.0,HORIZON-ERC,1825,11,DE,HES,1,1.0,train
0.0,3.0,0.0,0.0,2.0,0.0,4038518.58,HORIZON-RIA,1095,9,EL,PRC,18,,train
1.0,3.0,0.0,0.0,1.0,0.0,2999536.25,HORIZON-RIA,1460,9,TR,REC,11,1.0,test
0.0,0.0,0.0,0.0,1.0,0.0,2000000.0,HORIZON-ERC,1825,6,NL,HES,1,1.0,train
0.0,0.0,0.0,1.0,0.0,0.0,150000.0,HORIZON-ERC-POC,730,6,FR,REC,1,,train
0.0,1.0,0.0,2.0,0.0,1.0,1996250.0,HORIZON-ERC,1825,7,CZ,HES,1,1.0,train
0.0,1.0,0.0,0.0,0.0,0.0,150000.0,HORIZON-ERC-POC,547,10,FR,REC,1,,test
0.0,0.0,0.0,0.0,3.0,0.0,1795300.0,HORIZON-ERC,1825,6,IL,HES,1,1.0,train
1.0,0.0,0.0,0.0,0.0,0.0,150000.0,HORIZON-ERC-POC,547,10,AT,HES,1,,train
0.0,0.0,0.0,1.0,1.0,0.0,1992235.0,HORIZON-ERC,1826,1,DE,REC,1,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,1999928.75,HORIZON-ERC,1825,10,BE,HES,2,1.0,train
0.0,0.0,0.0,1.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,10,IL,HES,1,,train
0.0,0.0,0.0,0.0,5.0,0.0,2000000.0,HORIZON-ERC,1825,5,NL,HES,1,1.0,test
0.0,0.0,3.0,0.0,0.0,0.0,1997168.0,HORIZON-ERC,1825,9,NL,REC,1,1.0,train
,,,,,,429536.25,HORIZON-CSA,730,6,CH,REC,1,1.0,train
0.0,2.0,0.0,0.0,2.0,1.0,150000.0,HORIZON-ERC-POC,547,10,DE,REC,1,,train
0.0,0.0,1.0,1.0,1.0,2.0,150000.0,HORIZON-ERC-POC,547,10,PL,HES,1,,train
0.0,1.0,0.0,0.0,2.0,1.0,2433063.0,HORIZON-ERC,1825,10,TR,HES,1,1.0,test
0.0,0.0,0.0,0.0,1.0,1.0,150000.0,HORIZON-ERC-POC,547,6,ES,REC,1,,test
0.0,1.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,4,NL,HES,1,,train
0.0,2.0,0.0,0.0,0.0,0.0,150000.0,HORIZON-ERC-POC,546,9,NL,HES,2,,train
0.0,0.0,0.0,0.0,2.0,1.0,150000.0,HORIZON-ERC-POC,548,6,DE,REC,1,,test
0.0,2.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,548,5,FR,REC,1,,test
2.0,0.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,546,11,ES,REC,3,,train
0.0,0.0,0.0,0.0,5.0,0.0,1985871.0,HORIZON-ERC,1825,9,AT,HES,1,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,12,FR,REC,1,,train
0.0,0.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,10,ES,REC,1,,train
0.0,0.0,0.0,1.0,1.0,0.0,150000.0,HORIZON-ERC-POC,546,1,DE,HES,1,,train
0.0,1.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,638,6,DE,HES,1,,train
0.0,0.0,0.0,0.0,1.0,1.0,150000.0,HORIZON-ERC-POC,549,7,FI,HES,1,,test
0.0,2.0,0.0,1.0,0.0,0.0,150000.0,HORIZON-ERC-POC,546,9,IT,HES,2,,train
,,,,,,600000.0,HORIZON-CSA,1095,9,BE,PRC,3,1.0,train
0.0,0.0,0.0,1.0,4.0,0.0,2291855.0,HORIZON-ERC,1825,4,DE,HES,1,1.0,train
0.0,0.0,0.0,1.0,0.0,0.0,150000.0,HORIZON-ERC-POC,546,11,HU,REC,1,,train
0.0,0.0,1.0,0.0,0.0,0.0,150000.0,HORIZON-ERC-POC,546,9,BE,HES,1,,train
0.0,0.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,546,1,ES,HES,2,,test
0.0,0.0,0.0,0.0,5.0,0.0,150000.0,HORIZON-ERC-POC,546,1,IT,HES,1,,train
0.0,0.0,0.0,2.0,0.0,0.0,150000.0,HORIZON-ERC-POC,548,3,DE,HES,1,,train
0.0,0.0,0.0,2.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,10,NO,HES,2,,train
,,,,,,150000.0,HORIZON-ERC-POC,549,8,DE,HES,1,,train
0.0,1.0,0.0,0.0,0.0,0.0,150000.0,HORIZON-ERC-POC,546,11,BE,HES,2,,train
0.0,0.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,6,DE,HES,1,,train
0.0,0.0,0.0,0.0,2.0,0.0,5519275.75,HORIZON-IA,1276,11,ES,REC,17,0.8226847450022703,train
1.0,0.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,546,9,BE,HES,1,,train
0.0,0.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,12,ES,REC,2,,train
0.0,0.0,0.0,2.0,0.0,0.0,150000.0,HORIZON-ERC-POC,546,1,NL,HES,1,,train
0.0,1.0,0.0,0.0,1.0,0.0,1403750.0,HORIZON-ERC,1825,9,FR,HES,1,1.0,train
0.0,0.0,0.0,1.0,0.0,1.0,4988687.5,HORIZON-RIA,1460,11,IE,HES,12,1.0,train
0.0,0.0,0.0,1.0,0.0,0.0,150000.0,HORIZON-ERC-POC,548,6,DK,HES,1,,train
0.0,1.0,0.0,1.0,1.0,0.0,150000.0,HORIZON-ERC-POC,546,9,SE,HES,1,,train
0.0,0.0,4.0,0.0,1.0,0.0,1993598.09,HORIZON-ERC,1825,6,AT,HES,1,1.0,train
0.0,0.0,0.0,5.0,0.0,0.0,150000.0,HORIZON-ERC-POC,546,9,SE,HES,2,,test
0.0,0.0,0.0,1.0,1.0,0.0,150000.0,HORIZON-ERC-POC,549,7,NL,HES,1,,train
0.0,0.0,0.0,1.0,0.0,0.0,150000.0,HORIZON-ERC-POC,547,10,FR,REC,1,,train
0.0,0.0,0.0,0.0,5.0,0.0,1682500.0,HORIZON-ERC,1825,10,ES,HES,1,1.0,train
0.0,0.0,0.0,1.0,2.0,0.0,150000.0,HORIZON-ERC-POC,549,7,IT,HES,2,,train
0.0,1.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,10,IT,REC,1,,train
0.0,1.0,0.0,1.0,3.0,0.0,150000.0,HORIZON-ERC-POC,545,9,FR,REC,1,,train
0.0,1.0,0.0,0.0,0.0,0.0,8189865.05,HORIZON-IA,1460,10,EL,REC,37,0.7935308994866787,test
0.0,0.0,0.0,1.0,1.0,0.0,150000.0,HORIZON-ERC-POC,546,11,NL,HES,1,,train
0.0,0.0,0.0,0.0,3.0,0.0,150000.0,HORIZON-ERC-POC,548,7,DE,HES,1,,train
0.0,1.0,0.0,0.0,0.0,1.0,150000.0,HORIZON-ERC-POC,549,7,DK,HES,1,,train
0.0,0.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,10,FR,REC,1,,train
0.0,0.0,0.0,2.0,1.0,0.0,150000.0,HORIZON-ERC-POC,546,2,BE,REC,1,,train
0.0,1.0,0.0,0.0,3.0,1.0,150000.0,HORIZON-ERC-POC,548,8,FR,HES,1,,train
,,,,,,4355400.0,HORIZON-RIA,1095,10,EL,REC,18,1.0,train
0.0,1.0,0.0,0.0,1.0,1.0,150000.0,HORIZON-ERC-POC,548,3,ES,HES,1,,train
,,,,,,3912068.0,HORIZON-RIA,1095,10,FR,REC,17,1.0,train
,,,,,,5664921.0,HORIZON-IA,1460,11,ES,REC,24,0.8700419492006676,train
,,,,,,7489390.97,HORIZON-IA,1460,1,LU,REC,23,0.8467239850677929,train
0.0,1.0,0.0,0.0,1.0,0.0,4999937.5,HORIZON-RIA,1277,10,EL,PRC,19,1.0,train
,,,,,,5957808.84,HORIZON-IA,1460,10,BE,REC,23,0.758473634940253,train
