agricultural sciences,engineering and technology,humanities,medical and health sciences,natural sciences,social sciences,ecMaxContribution,fundingScheme,duration,month,country,activityType,contributors,proportion_cost,split
0.0,3.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,546,11,PT,HES,1,,train
0.0,0.0,0.0,1.0,1.0,0.0,150000.0,HORIZON-ERC-POC,546,1,DE,HES,2,,train
0.0,1.0,0.0,1.0,1.0,0.0,150000.0,HORIZON-AG-LS,548,7,DE,HES,1,,test
0.0,2.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,548,5,DE,HES,1,,train
0.0,0.0,0.0,0.0,1.0,1.0,150000.0,ERC-POC,548,7,ES,HES,1,,train
0.0,0.0,0.0,0.0,0.0,1.0,150000.0,HORIZON-AG-LS,546,9,NO,REC,1,,train
0.0,0.0,0.0,2.0,2.0,0.0,150000.0,ERC-POC,547,6,ES,HES,2,,train
0.0,0.0,0.0,0.0,5.0,0.0,150000.0,HORIZON-AG-LS,548,7,IT,HES,1,,train
0.0,3.0,0.0,0.0,2.0,0.0,150000.0,HORIZON-AG-LS,548,5,IL,HES,1,,train
0.0,0.0,0.0,2.0,1.0,0.0,150000.0,HORIZON-ERC-POC,914,7,IT,REC,1,,train
0.0,2.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-AG-LS,546,9,SE,HES,1,,train
0.0,0.0,0.0,2.0,0.0,0.0,150000.0,HORIZON-ERC-POC,547,6,ES,REC,1,,train
0.0,0.0,0.0,3.0,1.0,0.0,150000.0,HORIZON-AG-LS,548,7,IL,HES,1,,train
0.0,0.0,0.0,0.0,4.0,0.0,150000.0,HORIZON-AG-LS,547,4,IL,HES,1,,test
0.0,1.0,0.0,1.0,1.0,0.0,150000.0,HORIZON-AG-LS,548,5,ES,REC,1,,train
0.0,0.0,0.0,1.0,1.0,0.0,150000.0,HORIZON-AG-LS,548,5,NL,HES,1,,train
0.0,0.0,0.0,2.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,10,AT,HES,1,,train
0.0,0.0,0.0,0.0,1.0,0.0,150000.0,ERC-POC,547,4,ES,REC,3,,test
0.0,1.0,0.0,0.0,3.0,1.0,150000.0,HORIZON-ERC-POC,548,4,ES,REC,1,,train
0.0,0.0,0.0,2.0,0.0,1.0,150000.0,HORIZON-ERC-POC,638,11,NL,HES,1,,train
0.0,1.0,0.0,0.0,0.0,0.0,150000.0,HORIZON-AG-LS,547,10,ES,REC,1,,train
0.0,1.0,0.0,0.0,3.0,0.0,2493171.0,HORIZON-RIA,1095,9,ES,REC,8,0.9999998997261018,train
0.0,0.0,0.0,0.0,4.0,1.0,2073781.25,HORIZON-RIA,1095,9,ES,PRC,8,1.0,train
0.0,2.0,0.0,0.0,2.0,0.0,150000.0,HORIZON-ERC-POC,546,9,FR,HES,2,,train
0.0,2.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,548,8,ES,REC,1,,train
0.0,0.0,0.0,0.0,1.0,0.0,8499531.25,HORIZON-RIA,1095,9,DK,HES,6,1.0,train
0.0,0.0,0.0,1.0,0.0,0.0,150000.0,HORIZON-ERC-POC,548,3,ES,REC,1,,train
0.0,0.0,0.0,1.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,6,DE,HES,1,,train
0.0,0.0,0.0,0.0,1.0,1.0,150000.0,HORIZON-ERC-POC,548,7,FR,REC,2,,train
0.0,0.0,0.0,1.0,1.0,0.0,150000.0,HORIZON-AG-LS,548,7,IL,HES,1,,train
0.0,0.0,0.0,3.0,1.0,0.0,150000.0,HORIZON-ERC-POC,548,7,IE,HES,1,,train
0.0,1.0,0.0,0.0,4.0,0.0,150000.0,HORIZON-ERC-POC,913,4,IL,HES,1,,train
0.0,0.0,0.0,0.0,2.0,0.0,150000.0,HORIZON-ERC-POC,547,6,SE,HES,2,,test
0.0,0.0,0.0,3.0,1.0,0.0,150000.0,HORIZON-AG-LS,547,6,ES,REC,1,,train
0.0,0.0,0.0,2.0,1.0,0.0,150000.0,ERC-POC,548,5,IT,OTH,2,,train
0.0,0.0,0.0,0.0,3.0,2.0,150000.0,ERC-POC,546,9,EL,HES,1,,train
0.0,0.0,0.0,2.0,1.0,0.0,150000.0,ERC-POC,548,7,IT,HES,1,,train
0.0,0.0,0.0,2.0,1.0,0.0,150000.0,HORIZON-ERC-POC,730,6,IT,HES,1,,train
0.0,0.0,0.0,0.0,2.0,1.0,150000.0,HORIZON-ERC-POC,546,9,IS,HES,1,,train
0.0,2.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,547,4,BE,HES,2,,train
0.0,1.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-AG-LS,546,1,NL,HES,1,,train
1.0,1.0,0.0,0.0,1.0,0.0,150000.0,HORIZON-ERC-POC,548,5,DK,HES,1,,test
0.0,0.0,0.0,2.0,0.0,0.0,150000.0,HORIZON-ERC-POC,730,7,PT,REC,2,,test
0.0,0.0,0.0,0.0,0.0,3.0,150000.0,HORIZON-ERC-POC,548,3,IE,HES,1,,train
0.0,0.0,0.0,0.0,3.0,0.0,150000.0,HORIZON-AG-LS,547,10,IL,HES,1,,train
0.0,5.0,0.0,0.0,0.0,0.0,150000.0,HORIZON-ERC-POC,546,9,LU,HES,1,,train
0.0,0.0,0.0,0.0,2.0,1.0,150000.0,HORIZON-AG-LS,547,4,SE,HES,1,,train
,,,,,,298813.0,HORIZON-CSA,241,11,FR,REC,1,0.9835441267228964,train
0.0,0.0,0.0,3.0,0.0,0.0,150000.0,HORIZON-ERC-POC,730,6,PT,REC,1,,train
0.0,0.0,0.0,1.0,0.0,0.0,150000.0,HORIZON-ERC-POC,547,6,NL,HES,1,,train
0.0,0.0,0.0,0.0,2.0,0.0,150000.0,HORIZON-AG-LS,547,10,IT,HES,1,,train
0.0,1.0,1.0,0.0,3.0,0.0,150000.0,HORIZON-ERC-POC,547,4,FR,REC,1,,train
0.0,0.0,0.0,0.0,4.0,0.0,150000.0,HORIZON-ERC-POC,548,8,BE,HES,1,,test
0.0,0.0,0.0,2.0,1.0,0.0,150000.0,HORIZON-ERC-POC,548,7,SE,HES,2,,test
0.0,1.0,0.0,4.0,0.0,0.0,150000.0,HORIZON-AG-LS,546,9,SE,HES,1,,train
1.0,2.0,0.0,0.0,2.0,0.0,150000.0,HORIZON-AG-LS,548,7,IL,HES,1,,test
0.0,0.0,0.0,4.0,0.0,0.0,150000.0,HORIZON-ERC-POC,546,9,BE,REC,1,,test
1.0,0.0,0.0,1.0,3.0,0.0,150000.0,HORIZON-ERC-POC,546,11,ES,PRC,2,,train
0.0,1.0,0.0,0.0,2.0,0.0,150000.0,HORIZON-ERC-POC,607,9,FR,REC,1,,test
0.0,0.0,0.0,0.0,4.0,0.0,150000.0,HORIZON-ERC-POC,547,10,DE,HES,1,,train
0.0,0.0,0.0,0.0,3.0,0.0,3997897.5,HORIZON-RIA,1095,10,ES,HES,13,1.0,train
1.0,1.0,0.0,0.0,3.0,0.0,2998434.0,HORIZON-RIA,1460,9,FR,REC,8,1.0,test
0.0,1.0,0.0,0.0,4.0,0.0,4788752.0,HORIZON-RIA,1095,10,AT,PRC,8,1.0,test
2.0,1.0,0.0,0.0,2.0,0.0,2572693.25,HORIZON-RIA,1460,9,FI,REC,8,0.9999999028255796,train
0.0,1.0,0.0,0.0,1.0,0.0,2499468.75,HORIZON-RIA,1460,7,IS,REC,9,0.9999999839965996,train
0.0,0.0,0.0,1.0,1.0,0.0,2989634.0,HORIZON-CSA,455,9,FR,REC,31,1.0,train
0.0,1.0,0.0,0.0,1.0,0.0,2979375.0,HORIZON-IA,1095,9,AT,PRC,9,0.8521293122372976,train
0.0,0.0,0.0,0.0,0.0,1.0,4000000.0,HORIZON-RIA,1460,9,SE,HES,11,1.0,train
0.0,1.0,0.0,0.0,2.0,0.0,6980937.5,HORIZON-RIA,1460,9,FI,REC,15,0.993586180816086,train
0.0,1.0,0.0,0.0,0.0,1.0,37000000.0,HORIZON-COFUND,2556,1,AT,PUB,68,0.2087255705312487,test
0.0,2.0,0.0,0.0,1.0,0.0,7999555.0,HORIZON-RIA,1460,9,AT,REC,14,0.9999999374965272,test
0.0,1.0,0.0,0.0,0.0,0.0,7989333.01,HORIZON-IA,1095,1,AT,REC,18,0.9078613398001912,train
0.0,1.0,0.0,0.0,2.0,1.0,4996815.75,HORIZON-RIA,1279,7,NL,HES,9,1.0,train
,,,,,,3800875.0,HORIZON-RIA,1460,9,DE,HES,27,0.9787555927511508,train
0.0,1.0,0.0,0.0,1.0,0.0,5289222.25,HORIZON-RIA,1279,7,AT,REC,11,0.9999999527340738,train
,,,,,,2305696.0,HORIZON-CSA,1276,9,ES,PRC,13,0.9999998915728816,train
0.0,0.0,0.0,0.0,2.0,0.0,4015550.0,HORIZON-RIA,1095,10,FI,HES,13,1.0,train
0.0,0.0,1.0,0.0,0.0,0.0,4819597.75,HORIZON-RIA,1460,10,DK,HES,8,1.0,train
0.0,1.0,0.0,0.0,0.0,0.0,3998500.0,HORIZON-RIA,1095,9,AT,REC,10,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,4993274.0,HORIZON-RIA,1095,7,FI,HES,22,1.0,train
0.0,0.0,0.0,0.0,1.0,1.0,8999889.0,HORIZON-IA,1095,10,EL,REC,28,0.736087047129127,train
0.0,0.0,0.0,0.0,1.0,1.0,13455866.0,HORIZON-RIA,1095,9,ES,PRC,29,0.9999999814207428,train
0.0,1.0,0.0,0.0,0.0,0.0,6652915.8,HORIZON-IA,1460,9,SE,HES,18,0.8301507583712819,train
0.0,0.0,0.0,0.0,0.0,4.0,3792955.0,HORIZON-RIA,1095,9,NL,HES,13,1.0,train
0.0,0.0,0.0,0.0,2.0,2.0,12499375.0,HORIZON-RIA,1095,8,NL,OTH,11,1.0,train
0.0,1.0,0.0,0.0,1.0,0.0,3891875.0,HORIZON-RIA,1095,10,ES,REC,6,1.0,train
0.0,1.0,0.0,0.0,0.0,1.0,3258946.25,HORIZON-RIA,1095,9,ES,REC,12,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,4998987.51,HORIZON-RIA,1095,10,DE,REC,16,1.0,train
,,,,,,3250901.25,HORIZON-CSA,2009,7,IT,REC,19,1.0,train
0.0,1.0,0.0,0.0,1.0,0.0,2987729.75,HORIZON-RIA,1095,7,IT,REC,8,0.9999999163244336,train
0.0,1.0,0.0,0.0,1.0,1.0,7995809.35,HORIZON-IA,1460,7,EL,REC,25,0.8004099195536817,train
0.0,1.0,0.0,0.0,0.0,0.0,5415727.0,HORIZON-RIA,1460,9,SE,REC,18,0.9999997691907824,train
0.0,2.0,0.0,0.0,0.0,2.0,5534448.0,HORIZON-IA,1095,9,EL,REC,13,0.8128417233325259,train
0.0,0.0,0.0,2.0,0.0,0.0,75000.0,HORIZON-CSA,183,7,IE,PRC,1,,train
0.0,0.0,1.0,0.0,3.0,0.0,4100533.0,HORIZON-IA,1095,7,EL,REC,17,0.8641679302601756,train
0.0,1.0,0.0,0.0,2.0,0.0,6766313.0,HORIZON-RIA,1460,10,ES,REC,16,1.0,train
0.0,0.0,0.0,0.0,1.0,1.0,4604616.25,HORIZON-RIA,1460,1,NL,REC,21,1.0,test
,,,,,,3114868.5,HORIZON-RIA,1095,9,BE,HES,7,0.9999999197397964,train
,,,,,,999812.5,HORIZON-CSA,608,4,DE,HES,7,1.0,train
0.0,0.0,0.0,0.0,0.0,1.0,4578873.75,HORIZON-IA,1095,6,IT,PRC,17,0.8286380707166813,test
0.0,2.0,0.0,0.0,0.0,0.0,2922217.0,HORIZON-RIA,1460,9,IT,HES,8,0.9999994866913614,train
0.0,1.0,0.0,0.0,0.0,1.0,8901668.75,HORIZON-IA,1276,9,NL,REC,17,0.7978042918768228,train
0.0,0.0,0.0,0.0,1.0,0.0,3971744.0,HORIZON-RIA,1460,9,ES,REC,10,0.999999937055363,train
,,,,,,2999886.25,HORIZON-CSA,1095,5,NL,PRC,15,1.0,train
0.0,1.0,0.0,0.0,1.0,1.0,8366963.5,HORIZON-RIA,1460,6,ES,REC,17,1.0,test
0.0,1.0,0.0,0.0,0.0,0.0,7689022.88,HORIZON-IA,1095,9,BE,OTH,24,0.8672415133257341,train
0.0,1.0,0.0,0.0,1.0,0.0,8943025.75,HORIZON-RIA,1460,9,ES,REC,16,0.999999944090514,train
0.0,0.0,0.0,0.0,2.0,1.0,6998543.0,HORIZON-RIA,1460,9,SE,REC,15,1.0,train
0.0,0.0,0.0,0.0,2.0,0.0,5656643.75,HORIZON-RIA,1095,9,AT,PRC,16,1.0,test
,,,,,,7840312.9,HORIZON-IA,1460,10,ES,REC,19,0.8049847715177544,train
0.0,2.0,0.0,0.0,3.0,0.0,3125714.75,HORIZON-RIA,1095,9,IT,HES,15,1.0,train
0.0,0.0,0.0,0.0,1.0,1.0,6954062.5,HORIZON-IA,1278,6,IT,PRC,32,0.8151717831965026,train
,,,,,,2499437.5,HORIZON-RIA,1399,5,ES,REC,6,1.0,train
0.0,0.0,0.0,0.0,2.0,0.0,7999741.25,HORIZON-RIA,1460,7,FR,PRC,14,1.0,train
,,,,,,5170563.0,HORIZON-RIA,1095,9,AT,REC,8,1.0,train
0.0,0.0,0.0,0.0,1.0,1.0,4658546.5,HORIZON-RIA,1460,9,IT,HES,16,0.9999999978534078,train
0.0,1.0,0.0,0.0,1.0,0.0,6976599.0,HORIZON-RIA,1460,8,BE,PRC,13,0.999999928331847,test
,,,,,,8999808.13,HORIZON-IA,1217,9,BE,REC,27,0.8082707585435495,test
0.0,2.0,0.0,0.0,0.0,0.0,4950775.0,HORIZON-IA,1279,7,ES,REC,19,0.8257450348384837,train
0.0,1.0,0.0,0.0,3.0,1.0,8252034.75,HORIZON-RIA,1460,7,FR,REC,23,0.9999999697044426,train
0.0,0.0,0.0,0.0,1.0,1.0,7151677.5,HORIZON-IA,1217,9,EL,REC,19,0.8003672432249137,train
0.0,0.0,0.0,0.0,3.0,0.0,11828857.5,HORIZON-RIA,1095,9,ES,HES,30,0.9999999991546098,train
0.0,0.0,0.0,0.0,1.0,1.0,7979282.5,HORIZON-RIA,1460,9,IE,HES,17,1.0,test
0.0,2.0,0.0,0.0,2.0,1.0,13986960.0,HORIZON-IA,1460,6,FR,PRC,16,0.7637447626177348,test
0.0,1.0,0.0,0.0,1.0,0.0,8176209.75,HORIZON-RIA,1460,8,BE,PRC,14,1.0,train
0.0,0.0,0.0,0.0,2.0,0.0,5998899.0,HORIZON-RIA,1095,6,ES,REC,15,0.9999999166513792,train
0.0,0.0,0.0,0.0,1.0,0.0,136317392.84,HORIZON-COFUND,3166,5,AT,PUB,70,0.2429249816183528,train
0.0,1.0,0.0,0.0,2.0,1.0,4854773.75,HORIZON-RIA,1460,7,ES,REC,11,1.0,train
0.0,0.0,0.0,1.0,0.0,0.0,3194560.79,HORIZON-RIA,1095,9,EL,HES,25,1.0,train
,,,,,,6796754.75,HORIZON-RIA,1276,9,NO,REC,12,0.9960919894907552,train
,,,,,,2123815.0,HORIZON-RIA,1095,9,ES,HES,8,1.0,train
0.0,1.0,0.0,0.0,3.0,0.0,8783042.88,HORIZON-IA,1276,9,EL,REC,43,0.8782212741340626,test
0.0,1.0,0.0,0.0,1.0,1.0,6003240.0,HORIZON-RIA,1095,7,BE,PRC,12,0.9999998750674792,train
,,,,,,7371208.39,HORIZON-IA,1276,9,DE,PRC,25,0.834239104724295,train
0.0,1.0,0.0,0.0,1.0,1.0,7963993.63,HORIZON-IA,1460,9,FR,PRC,31,0.8328340844209888,train
,,,,,,2005000.0,HORIZON-CSA,1095,7,NL,PRC,5,1.0,train
0.0,0.0,0.0,0.0,0.0,1.0,7491936.5,HORIZON-IA,1460,7,ES,REC,22,0.8146445339615023,test
0.0,1.0,0.0,0.0,1.0,0.0,2499985.5,HORIZON-RIA,1460,9,AT,PRC,11,0.9302321817178176,test
0.0,0.0,0.0,0.0,2.0,1.0,7999711.75,HORIZON-IA,1095,7,IT,PRC,31,0.8338398745651173,test
0.0,0.0,0.0,0.0,3.0,0.0,4998612.0,HORIZON-IA,1460,6,IT,REC,18,0.9199547653368524,train
0.0,1.0,0.0,0.0,3.0,0.0,2000000.0,HORIZON-CSA,912,12,BE,HES,11,0.9411764705882352,train
0.0,0.0,0.0,0.0,1.0,1.0,6371048.5,HORIZON-IA,1095,9,PL,REC,16,0.931786875301876,train
0.0,0.0,0.0,0.0,1.0,0.0,7972950.0,HORIZON-IA,1276,9,IT,PRC,23,0.7831445567895096,train
0.0,1.0,0.0,0.0,1.0,0.0,2572856.46,HORIZON-RIA,1033,9,DE,PRC,10,1.0,test
0.0,1.0,0.0,0.0,1.0,1.0,8906936.0,HORIZON-RIA,1460,7,FR,PRC,20,1.0,train
0.0,0.0,0.0,0.0,0.0,1.0,3760182.5,HORIZON-IA,1095,7,ES,REC,8,0.9327191163411404,test
0.0,0.0,0.0,0.0,0.0,2.0,3331617.5,HORIZON-RIA,1460,10,IT,REC,22,1.0,train
0.0,2.0,0.0,0.0,1.0,1.0,2529167.25,HORIZON-RIA,1460,9,ES,HES,5,0.9999999011532452,test
0.0,1.0,0.0,0.0,1.0,0.0,9283175.0,HORIZON-RIA,1460,9,ES,REC,23,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,6260158.0,HORIZON-IA,1276,1,LU,PRC,32,0.8418580629509702,train
,,,,,,5682500.0,HORIZON-RIA,1095,7,BE,OTH,23,1.0,train
,,,,,,946035.0,HORIZON-CSA,1095,7,EL,REC,15,1.0,train
1.0,0.0,0.0,0.0,0.0,1.0,2996941.25,HORIZON-RIA,1460,10,SE,HES,9,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,7995015.47,HORIZON-RIA,1460,1,DE,PRC,20,1.0,train
0.0,1.0,0.0,0.0,0.0,0.0,2496004.0,HORIZON-RIA,1278,6,NO,PRC,7,0.9903806065059688,train
,,,,,,2299937.5,HORIZON-CSA,730,9,DE,HES,13,1.0,test
0.0,0.0,0.0,0.0,1.0,0.0,6255977.5,HORIZON-RIA,1095,9,EL,PRC,25,1.0,train
,,,,,,7497694.38,HORIZON-IA,1276,9,BE,PRC,21,0.8602789342685337,train
0.0,0.0,0.0,0.0,1.0,0.0,806220.0,HORIZON-TMA-MSCA-DN-ID,1460,2,ES,HES,5,,train
0.0,1.0,0.0,0.0,1.0,1.0,3644380.0,HORIZON-EIC,1460,9,FR,PRC,6,1.0,train
,,,,,,2874247.5,HORIZON-CSA,883,5,DE,PRC,18,1.0,test
1.0,1.0,1.0,0.0,0.0,0.0,2796781.0,HORIZON-RIA,1276,9,CZ,HES,8,0.9964371110146186,train
0.0,1.0,0.0,0.0,0.0,1.0,4999866.0,HORIZON-IA,1276,9,FR,REC,12,0.9503374494482718,test
0.0,0.0,0.0,0.0,0.0,2.0,8992796.0,HORIZON-CSA,1279,7,IE,HES,24,0.9986654348825044,test
0.0,0.0,0.0,0.0,3.0,0.0,3814500.0,HORIZON-RIA,1095,10,AT,PRC,7,1.0,test
0.0,3.0,0.0,0.0,1.0,1.0,4789661.0,HORIZON-IA,1276,9,EL,HES,11,0.8140225737298108,train
0.0,0.0,0.0,0.0,1.0,0.0,8502621.75,HORIZON-RIA,1095,9,DE,HES,14,1.0,train
,,,,,,3770558.5,HORIZON-RIA,1095,10,IT,PRC,12,0.9999999336968294,train
0.0,0.0,0.0,0.0,2.0,0.0,1489750.0,HORIZON-CSA,730,9,NL,PRC,5,1.0,train
,,,,,,1499902.5,HORIZON-CSA,1095,6,IT,REC,17,1.0,train
0.0,0.0,0.0,1.0,0.0,0.0,4243347.5,HORIZON-RIA,1095,10,ES,REC,10,1.0,test
,,,,,,2470445.5,HORIZON-CSA,1095,3,IL,PUB,32,0.9603641339524686,test
0.0,0.0,0.0,0.0,1.0,0.0,4990228.0,HORIZON-CSA,1095,7,DK,HES,20,0.9999998998041874,train
0.0,2.0,0.0,0.0,0.0,0.0,2576987.5,HORIZON-IA,1186,9,ES,PRC,10,0.8097368421052632,test
0.0,0.0,0.0,0.0,2.0,3.0,10444121.0,HORIZON-RIA,1095,9,ES,PRC,41,0.9999999990425236,train
0.0,0.0,0.0,0.0,4.0,1.0,6435635.0,HORIZON-RIA,1095,11,DK,PRC,11,1.0,train
0.0,2.0,0.0,0.0,1.0,1.0,4585661.0,HORIZON-RIA,1460,10,FR,REC,8,0.9999999454822356,train
0.0,0.0,0.0,0.0,0.0,1.0,4687490.0,HORIZON-IA,1095,10,EL,REC,14,0.8168233736576296,train
,,,,,,6176036.0,HORIZON-IA,911,9,ES,HES,11,0.8269824205330397,train
0.0,0.0,0.0,0.0,2.0,0.0,4396835.5,HORIZON-IA,1095,10,ES,PRC,13,0.8373353761246699,train
0.0,1.0,0.0,0.0,0.0,0.0,2999105.75,HORIZON-IA,1095,9,IT,HES,10,0.8760992755784983,train
0.0,0.0,0.0,0.0,3.0,0.0,999000.0,HORIZON-CSA,730,10,IT,REC,11,1.0,train
0.0,1.0,0.0,0.0,4.0,0.0,3248696.25,HORIZON-IA,1276,9,ES,REC,8,0.9199336532447576,test
0.0,1.0,0.0,0.0,1.0,0.0,4293263.29,HORIZON-RIA,911,9,FR,PRC,7,0.9999999417692396,train
0.0,0.0,0.0,0.0,0.0,1.0,4995541.5,HORIZON-CSA,1279,5,DE,REC,13,1.0,train
0.0,0.0,0.0,0.0,0.0,2.0,5691875.0,HORIZON-RIA,1095,9,EL,REC,14,1.0,train
0.0,0.0,1.0,0.0,2.0,1.0,8997632.25,HORIZON-IA,1095,10,IE,HES,22,0.8856449385096283,train
0.0,3.0,0.0,0.0,0.0,1.0,4966017.5,HORIZON-RIA,1460,9,ES,REC,13,1.0,train
0.0,1.0,0.0,0.0,0.0,1.0,4741079.25,HORIZON-RIA,1276,9,DE,REC,10,0.999999947269393,train
1.0,0.0,0.0,0.0,0.0,0.0,2400141.0,HORIZON-IA,1460,9,EL,REC,10,0.764173511322237,test
0.0,1.0,0.0,0.0,2.0,0.0,10499650.0,HORIZON-RIA,1095,9,ES,PRC,28,1.0,train
0.0,1.0,0.0,0.0,1.0,0.0,6317693.5,HORIZON-RIA,1460,7,DE,REC,8,1.0,train
0.0,0.0,0.0,0.0,4.0,0.0,4845985.75,HORIZON-IA,1095,9,EL,REC,9,0.8534181734930635,test
,,,,,,2000000.0,HORIZON-CSA,1095,9,FR,PRC,12,1.0,train
0.0,2.0,0.0,1.0,0.0,0.0,4509303.0,HORIZON-RIA,1276,9,IT,HES,14,1.0,train
0.0,0.0,0.0,0.0,2.0,0.0,8580038.75,HORIZON-RIA,1095,10,IT,PUB,16,1.0,train
0.0,1.0,0.0,0.0,1.0,0.0,4970860.0,HORIZON-RIA,1277,10,FR,HES,12,1.0,train
0.0,1.0,0.0,0.0,1.0,3.0,4200886.25,HORIZON-RIA,1095,10,FR,HES,9,1.0,train
0.0,0.0,0.0,0.0,0.0,1.0,2325624.5,HORIZON-CSA,1095,11,NO,HES,12,1.0,train
0.0,2.0,0.0,0.0,1.0,1.0,3529112.5,HORIZON-RIA,1095,10,FR,PRC,10,1.0,train
0.0,1.0,0.0,0.0,0.0,0.0,4999187.5,HORIZON-RIA,1460,10,FR,REC,9,0.9440405943002688,train
0.0,1.0,0.0,0.0,1.0,0.0,4999000.25,HORIZON-RIA,1460,9,NL,REC,11,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,1941172.5,HORIZON-RIA,1095,10,DE,REC,9,1.0,train
0.0,1.0,0.0,0.0,1.0,0.0,4936017.25,HORIZON-RIA,1095,9,DE,PRC,13,1.0,test
0.0,1.0,0.0,0.0,1.0,0.0,4030723.75,HORIZON-RIA,1095,10,FR,REC,7,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,10997675.0,HORIZON-RIA,1095,9,ES,PRC,25,1.0,train
0.0,0.0,0.0,0.0,2.0,0.0,5551282.5,HORIZON-IA,1095,1,IE,HES,10,0.8722909494598643,train
0.0,0.0,0.0,0.0,1.0,1.0,3769382.5,HORIZON-RIA,1095,10,IT,PRC,16,1.0,train
,,,,,,8846422.5,HORIZON-RIA,1095,9,PT,PRC,17,1.0,train
0.0,1.0,0.0,0.0,2.0,0.0,5950682.5,HORIZON-RIA,1154,1,IT,REC,17,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,7997197.25,HORIZON-IA,1095,9,DE,REC,10,0.9100638263672456,train
0.0,1.0,0.0,0.0,2.0,0.0,6636973.75,HORIZON-CSA,1095,5,FR,REC,11,1.0,train
0.0,0.0,0.0,0.0,2.0,0.0,3830019.0,HORIZON-RIA,1095,9,ES,PRC,12,0.9999998041785556,train
,,,,,,2494092.5,HORIZON-CSA,1095,10,PT,REC,6,1.0,train
0.0,1.0,0.0,0.0,1.0,0.0,4181092.0,HORIZON-RIA,1276,1,FR,REC,9,0.9999998206210564,test
0.0,0.0,0.0,0.0,1.0,3.0,3341637.0,HORIZON-RIA,1187,11,ES,HES,12,0.9999998503727588,train
0.0,0.0,0.0,0.0,2.0,0.0,8706263.0,HORIZON-RIA,1279,7,EL,REC,22,0.9999999138551252,train
0.0,0.0,0.0,0.0,3.0,0.0,4280497.5,HORIZON-RIA,1095,7,DE,PRC,9,1.0,test
0.0,1.0,0.0,0.0,1.0,0.0,4332400.0,HORIZON-RIA,1277,10,IT,REC,10,1.0,train
0.0,1.0,0.0,0.0,1.0,1.0,849775.0,HORIZON-CSA,791,9,BE,OTH,6,1.0,test
0.0,1.0,0.0,0.0,4.0,0.0,8319510.0,HORIZON-RIA,1460,1,FR,REC,14,1.0,test
0.0,0.0,0.0,0.0,1.0,0.0,8331200.0,HORIZON-IA,1095,9,DE,PUB,21,0.8035350960976452,train
0.0,1.0,0.0,0.0,1.0,0.0,5409839.38,HORIZON-RIA,1460,10,ES,HES,7,1.0,train
0.0,1.0,0.0,0.0,0.0,0.0,3588155.75,HORIZON-RIA,1276,1,ES,REC,11,0.999999860652668,train
0.0,1.0,0.0,0.0,1.0,0.0,4510509.9,HORIZON-IA,1095,10,EL,REC,18,0.858496430881011,train
,,,,,,2826500.0,HORIZON-RIA,1095,9,EL,REC,11,1.0,train
0.0,2.0,0.0,0.0,2.0,1.0,8808062.5,HORIZON-RIA,1095,9,IT,PRC,27,1.0,train
0.0,1.0,0.0,0.0,1.0,2.0,6285167.75,HORIZON-RIA,1460,10,DE,HES,9,0.9999203744168332,test
0.0,0.0,0.0,0.0,4.0,1.0,4999941.5,HORIZON-IA,1095,10,NO,REC,13,0.8492988955587942,train
0.0,0.0,0.0,0.0,0.0,2.0,3304975.0,HORIZON-RIA,1095,11,EL,REC,13,1.0,train
0.0,1.0,0.0,0.0,2.0,0.0,3180372.25,HORIZON-RIA,1095,10,PT,REC,9,0.9999999213928558,train
0.0,3.0,0.0,0.0,2.0,0.0,3421000.0,HORIZON-RIA,1460,10,DE,REC,8,1.0,train
0.0,1.0,0.0,1.0,0.0,0.0,4948592.5,HORIZON-RIA,1460,10,IT,HES,10,1.0,train
0.0,0.0,0.0,0.0,1.0,0.0,1999843.5,HORIZON-CSA,1095,9,SI,REC,9,0.9999998749902336,train
1.0,2.0,0.0,0.0,0.0,1.0,4942968.5,HORIZON-RIA,1460,10,SE,REC,11,1.0,test
0.0,0.0,0.0,0.0,1.0,0.0,3647438.0,HORIZON-RIA,1095,9,EL,REC,10,1.0,test
0.0,0.0,0.0,0.0,3.0,0.0,3991269.5,HORIZON-RIA,1095,10,DE,HES,6,1.0,train
1.0,1.0,0.0,0.0,0.0,0.0,4157054.5,HORIZON-RIA,1095,10,IT,HES,14,0.9999995790290304,train
0.0,1.0,0.0,0.0,1.0,0.0,1981831.0,HORIZON-IA,1276,9,PT,PRC,6,0.7469130207425484,train
